Short_Name,School_ID,the_geom,Address,Zip,Lat,Long,Network,Governance,Grade_Cat,Grades,Phone,GeoNetwork,COMMAREA,WARD_15,ALD_15
GRESHAM,609955,POINT (-87.6450252378634 41.738920157362905),8524 S Green St,60620,41.73892,-87.645025,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3350,11,AUBURN GRESHAM,21,"Howard B. Brookins, Jr."
GRIMES,609956,POINT (-87.75880329373048 41.77546426102638),5450 W 64th Pl,60638,41.775464,-87.758803,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2364,10,CLEARING,13,Marty Quinn
GUNSAULUS,609958,POINT (-87.69936418518634 41.81300736949125),4420 S Sacramento Ave,60632,41.813007,-87.699364,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-7215,8,BRIGHTON PARK,15,Toni L. Foulkes
HAINES,609959,POINT (-87.63380633151597 41.8499583150072),247 W 23rd Pl,60616,41.849958,-87.633806,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-9200,6,ARMOUR SQUARE,25,Daniel S. Solis
HALE,609960,POINT (-87.77657870912519 41.78019173154665),6140 S Melvina Ave,60638,41.780192,-87.776579,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2265,10,CLEARING,13,Marty Quinn
NINOS HEROES,609961,POINT (-87.55186171909111 41.743753082956964),8344 S Commercial Ave,60617,41.743753,-87.551862,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6694,12,SOUTH CHICAGO,7,Natashia Holmes
HAMILTON,609963,POINT (-87.67086537348014 41.945219653783845),1650 W Cornelia Ave,60657,41.94522,-87.670865,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5484,4,LAKE VIEW,47,Ameya Pawar
HAMLINE,609964,POINT (-87.66117465942679 41.80724155714083),4747 S Bishop St,60609,41.807242,-87.661175,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-4565,8,NEW CITY,20,Willie B. Cochran
HAMMOND,609966,POINT (-87.69624330058983 41.852719133989446),2819 W 21st Pl,60623,41.852719,-87.696243,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-4580,7,SOUTH LAWNDALE,12,George A. Cardenas
FINKL,609967,POINT (-87.6856678431443 41.84921490509248),2332 S Western Ave,60608,41.849215,-87.685668,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5850,7,LOWER WEST SIDE,25,Daniel S. Solis
MCAULIFFE,609968,POINT (-87.72393113192713 41.914816341068494),1841 N Springfield Ave,60647,41.914816,-87.723931,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4400,4,HERMOSA,26,Roberto Maldonado
HARTE,609969,POINT (-87.58685459677777 41.79344724333088),1556 E 56th St,60637,41.793447,-87.586855,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0870,9,HYDE PARK,5,Leslie A. Hairston
HARVARD,609971,POINT (-87.6327368738333 41.757340541503886),7525 S Harvard,60620,41.757341,-87.632737,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3045,11,GREATER GRAND CROSSING,6,Roderick T. Sawyer
HAUGAN,609972,POINT (-87.72312803519034 41.96402870872475),4540 N Hamlin Ave,60625,41.964029,-87.723128,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",1(773)534-5040,1,ALBANY PARK,35,Rey Colon
ZAPATA,609973,POINT (-87.73431332420904 41.841393803560145),2728 S Kostner Ave,60623,41.841394,-87.734313,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1390,7,SOUTH LAWNDALE,22,Ricardo Munoz
HAWTHORNE,609974,POINT (-87.65770887692337 41.942275488111704),3319 N Clifton Ave,60657,41.942275,-87.657709,Network 4,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5550,4,LAKE VIEW,44,Thomas Tunney
HAY,609975,POINT (-87.75581325312729 41.899171355267384),1018 N Laramie Ave,60651,41.899171,-87.755813,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6000,3,AUSTIN,37,Emma M. Mitts
HAYT,609976,POINT (-87.6685037744945 41.994540885911015),1518 W Granville Ave,60660,41.994541,-87.668504,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2040,2,EDGEWATER,48,Harry Osterman
WOODLAWN,609977,POINT (-87.5943919960078 41.773365531206366),6657 S Kimbark Ave,60637,41.773366,-87.594392,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",1(773)535-0801,9,WOODLAWN,5,Leslie A. Hairston
SMITH,609978,POINT (-87.60466040848978 41.70755761663942),744 E 103rd St,60628,41.707558,-87.60466,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5689,13,PULLMAN,8,Michelle A. Harris
HEALY,609979,POINT (-87.64034075006907 41.8395948554548),3010 S Parnell Ave,60616,41.839595,-87.640341,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-9190,6,BRIDGEPORT,11,James A. Balcer
HEARST,609981,POINT (-87.74572605724302 41.80817499945475),4640 S Lamon Ave,60638,41.808175,-87.745726,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2376,10,GARFIELD RIDGE,22,Ricardo Munoz
HEDGES,609983,POINT (-87.67332725936954 41.80711213119837),4747 S Winchester Ave,60609,41.807112,-87.673327,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-7360,8,NEW CITY,15,Toni L. Foulkes
HEFFERAN,609985,POINT (-87.73580189396901 41.87866464646667),4409 W Wilcox St,60624,41.878665,-87.735802,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6192,5,WEST GARFIELD PARK,28,Jason C. Ervin
HENDERSON,609986,POINT (-87.67188730687042 41.79059128644693),5650 S Wolcott Ave,60636,41.790591,-87.671887,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9080,11,WEST ENGLEWOOD,15,Toni L. Foulkes
HENDRICKS,609987,POINT (-87.6336644770139 41.815787751119224),4316 S Princeton Ave,60609,41.815788,-87.633664,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-1696,9,FULLER PARK,3,Patricia R. Dowell
HENRY,609988,POINT (-87.71563237185069 41.95898879683837),4250 N Saint Louis Ave,60618,41.958989,-87.715632,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",1(773)534-5060,1,IRVING PARK,35,Rey Colon
SOUTH LOOP,609990,POINT (-87.62861500404436 41.86687450554005),1212 S Plymouth Ct,60605,41.866875,-87.628615,ISP,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-8690,6,NEAR SOUTH SIDE,3,Patricia R. Dowell
HERZL,609991,POINT (-87.71899385397786 41.86208129597785),3711 W Douglas Blvd,60623,41.862081,-87.718994,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1480,5,NORTH LAWNDALE,24,Michael D. Chandler
LARA,609993,POINT (-87.67218159319019 41.80977029647794),4619 S Wolcott Ave,60609,41.80977,-87.672182,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-4389,8,NEW CITY,15,Toni L. Foulkes
HIBBARD,609994,POINT (-87.71036161364023 41.97033523444268),3244 W Ainslie St,60625,41.970335,-87.710362,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",1(773)534-5191,1,ALBANY PARK,33,Deborah Mell
HITCH,609995,POINT (-87.77912305218847 41.98367169546214),5625 N McVicker Ave,60646,41.983672,-87.779123,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1189,1,NORWOOD PARK,45,John Arena
HOLDEN,609996,POINT (-87.65379166824974 41.838027387432774),1104 W 31st St,60608,41.838027,-87.653792,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-7200,6,BRIDGEPORT,11,James A. Balcer
HOLMES,609997,POINT (-87.64979535586481 41.79378764869643),955 W Garfield Blvd,60621,41.793788,-87.649795,OS4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9025,11,ENGLEWOOD,16,JoAnn Thompson
HOWE,610000,POINT (-87.75939838484895 41.89361221078825),720 N Lorel Ave,60644,41.893612,-87.759398,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6060,3,AUSTIN,37,Emma M. Mitts
HOYNE,610002,POINT (-87.56822810113663 41.733337751830604),8905 S Crandon Ave,60617,41.733338,-87.568228,Network 12,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6425,12,CALUMET HEIGHTS,7,Natashia Holmes
CUFFE,610003,POINT (-87.653633447573 41.74245162679323),8324 S Racine Ave,60620,41.742452,-87.653633,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-8250,11,AUBURN GRESHAM,21,"Howard B. Brookins, Jr."
CULLEN,610004,POINT (-87.61124445831854 41.70033514112261),10650 S Eberhart Ave,60628,41.700335,-87.611244,Network 13,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5375,13,ROSELAND,9,Anthony A. Beale
HUGHES C,610005,POINT (-87.73177738698969 41.86051773760308),4247 W 15th St,60623,41.860518,-87.731777,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1762,5,NORTH LAWNDALE,24,Michael D. Chandler
HURLEY,610006,POINT (-87.71954083233076 41.76678528090275),3849 W 69th Pl,60629,41.766785,-87.719541,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2068,10,WEST LAWN,13,Marty Quinn
GALILEO,610009,POINT (-87.65336555274118 41.8712548235351),820 S Carpenter St,60607,41.871255,-87.653366,Network 6,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7070,6,NEAR WEST SIDE,25,Daniel S. Solis
JAHN,610010,POINT (-87.67580971887296 41.939247496161926),3149 N Wolcott Ave,60657,41.939247,-87.67581,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5500,4,NORTH CENTER,32,Scott Waguespack
JAMIESON,610011,POINT (-87.70052942024131 41.984640775481616),5650 N Mozart St,60659,41.984641,-87.700529,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2395,2,WEST RIDGE,40,Patrick O'Connor
JENNER,610012,POINT (-87.64105555983569 41.90205484084685),1119 N Cleveland Ave,60610,41.902055,-87.641056,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-8440,6,NEAR NORTH SIDE,27,"Walter Burnett, Jr."
PILSEN,610013,POINT (-87.66220943346809 41.85884887551057),1420 W 17th St,60608,41.858849,-87.662209,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7675,7,LOWER WEST SIDE,25,Daniel S. Solis
JUNGMAN,610015,POINT (-87.65230159442224 41.858064776310364),1746 S Miller St,60608,41.858065,-87.652302,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7375,7,LOWER WEST SIDE,25,Daniel S. Solis
KELLOGG,610016,POINT (-87.67723250661533 41.72526343898277),9241 S Leavitt St,60620,41.725263,-87.677233,Network 10,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2590,10,BEVERLY,19,Matthew J. O'Shea
SAUCEDO,610017,POINT (-87.6973155379961 41.84794071574654),2850 W 24th Blvd,60623,41.847941,-87.697316,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1770,7,SOUTH LAWNDALE,12,George A. Cardenas
KERSHAW,610019,POINT (-87.64089202532394 41.77645280983267),6450 S Lowe Ave,60621,41.776453,-87.640892,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3050,11,ENGLEWOOD,20,Willie B. Cochran
CASALS,610021,POINT (-87.71423364692633 41.90450276414419),3501 W Potomac Ave,60651,41.904503,-87.714234,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4444,5,HUMBOLDT PARK,26,Roberto Maldonado
KILMER,610022,POINT (-87.6682224666858 42.00364046203036),6700 N Greenview Ave,60626,42.00364,-87.668222,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2115,2,ROGERS PARK,49,Joe A. Moore
CARDENAS,610024,POINT (-87.7160174071218 41.848487770008255),2345 S Millard Ave,60623,41.848488,-87.716017,Network 7,District,ES,"PK, K, 1, 2, 3",1(773)534-1465,7,SOUTH LAWNDALE,22,Ricardo Munoz
KINZIE,610026,POINT (-87.77948260008061 41.78996463403319),5625 S Mobile Ave,60638,41.789965,-87.779483,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2425,10,GARFIELD RIDGE,13,Marty Quinn
KIPLING,610027,POINT (-87.63952072145291 41.723626905205585),9351 S Lowe Ave,60620,41.723627,-87.639521,Network 11,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3151,11,WASHINGTON HEIGHTS,21,"Howard B. Brookins, Jr."
LOZANO,610029,POINT (-87.66509327249487 41.908886127226424),1501 N Greenview Ave,60642,41.908886,-87.665093,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4750,6,WEST TOWN,2,Bob Fioretti
KOZMINSKI,610030,POINT (-87.60248144762679 41.79800187719355),936 E 54th St,60615,41.798002,-87.602481,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0980,9,HYDE PARK,5,Leslie A. Hairston
GREEN,610032,POINT (-87.6525001396679 41.7192919472838),1150 W 96th St,60643,41.719292,-87.6525,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2575,11,WASHINGTON HEIGHTS,21,"Howard B. Brookins, Jr."
LASALLE,610033,POINT (-87.63756486380431 41.913899532151724),1734 N Orleans St,60614,41.9139,-87.637565,Network 4,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-8470,4,LINCOLN PARK,43,Michele Smith
LAWNDALE,610034,POINT (-87.71295678691394 41.86296002399929),3500 W Douglas Blvd,60623,41.86296,-87.712957,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1635,5,NORTH LAWNDALE,24,Michael D. Chandler
LEWIS,610036,POINT (-87.75454995048698 41.9068260497377),1431 N Leamington Ave,60651,41.906826,-87.75455,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3060,3,AUSTIN,37,Emma M. Mitts
LIBBY,610037,POINT (-87.6599328173989 41.79768483179142),5300 S Loomis Blvd,60609,41.797685,-87.659933,Network 11,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9050,11,NEW CITY,20,Willie B. Cochran
LINCOLN,610038,POINT (-87.64449730365006 41.92452481572454),615 W Kemper Pl,60614,41.924525,-87.644497,Network 4,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5720,4,LINCOLN PARK,43,Michele Smith
VON LINNE,610039,POINT (-87.7026346744549 41.94000927919317),3221 N Sacramento Ave,60618,41.940009,-87.702635,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5262,4,AVONDALE,33,Deborah Mell
LLOYD,610040,POINT (-87.74851501331425 41.91881409548188),2103 N Lamon Ave,60639,41.918814,-87.748515,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5",1(773)534-3070,3,BELMONT CRAGIN,36,Nicholas Sposato
LOCKE J,610041,POINT (-87.7956040707078 41.93176235366776),2828 N Oak Park Ave,60634,41.931762,-87.795604,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3300,3,MONTCLARE,36,Nicholas Sposato
LOVETT,610043,POINT (-87.78391884722994 41.91271802638446),6333 W Bloomingdale Ave,60639,41.912718,-87.783919,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3130,3,AUSTIN,29,Deborah L. Graham
LOWELL,610044,POINT (-87.71021700220736 41.9065195908169),3320 W Hirsch St,60651,41.90652,-87.710217,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4300,5,HUMBOLDT PARK,26,Roberto Maldonado
LYON,610046,POINT (-87.77717419855678 41.9341921621779),2941 N McVicker Ave,60634,41.934192,-87.777174,Network 3,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3120,3,BELMONT CRAGIN,30,Ariel E. Reboyras
MADISON,610047,POINT (-87.59071239549729 41.759548059733554),7433 S Dorchester Ave,60619,41.759548,-87.590712,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0551,12,SOUTH SHORE,8,Michelle A. Harris
MANIERRE,610048,POINT (-87.6398265130955 41.90824688190267),1420 N Hudson Ave,60610,41.908247,-87.639827,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-8456,4,NEAR NORTH SIDE,27,"Walter Burnett, Jr."
NORTHWEST,610051,POINT (-87.75815425646772 41.920154769536886),5252 W Palmer St,60639,41.920155,-87.758154,Network 3,District,ES,"6, 7, 8",1(773)534-3250,3,BELMONT CRAGIN,36,Nicholas Sposato
MANN,610052,POINT (-87.57481563758823 41.748274127169125),8050 S Chappel Ave,60617,41.748274,-87.574816,OS4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6640,12,SOUTH CHICAGO,8,Michelle A. Harris
MARQUETTE,610053,POINT (-87.6970297996588 41.773881079473696),6550 S Richmond St,60629,41.773881,-87.69703,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9260,10,CHICAGO LAWN,17,Latasha R. Thomas
MARSH,610054,POINT (-87.55248342633648 41.71658801410098),9822 S Exchange Ave,60617,41.716588,-87.552483,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6430,13,SOUTH DEERING,10,John A. Pope
FARADAY,610055,POINT (-87.70809201987342 41.87971359074486),3250 W Monroe St,60624,41.879714,-87.708092,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6670,5,EAST GARFIELD PARK,28,Jason C. Ervin
MASON,610056,POINT (-87.73167243331923 41.856863699936575),4217 W 18th St,60623,41.856864,-87.731672,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1530,5,NORTH LAWNDALE,24,Michael D. Chandler
FAIRFIELD,610057,POINT (-87.69211506409064 41.78090389780261),6201 S Fairfield Ave,60629,41.780904,-87.692115,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9500,10,CHICAGO LAWN,16,JoAnn Thompson
MAYER,610059,POINT (-87.65728743867017 41.923203521706576),2250 N Clifton Ave,60614,41.923204,-87.657287,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5535,4,LINCOLN PARK,43,Michele Smith
JACKSON A,610060,POINT (-87.66098467201674 41.87429963801844),1340 W Harrison St,60607,41.8743,-87.660985,Network 6,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7000,6,NEAR WEST SIDE,28,Jason C. Ervin
MCCLELLAN,610062,POINT (-87.64110257492602 41.82999286245968),3527 S Wallace St,60609,41.829993,-87.641103,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-1732,6,BRIDGEPORT,11,James A. Balcer
MCCORMICK,610063,POINT (-87.70630009244496 41.842267164887254),2712 S Sawyer Ave,60623,41.842267,-87.7063,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5",1(773)535-7252,7,SOUTH LAWNDALE,22,Ricardo Munoz
TILL,610065,POINT (-87.60935721071795 41.7754238433123),6543 S Champlain Ave,60637,41.775424,-87.609357,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0570,9,WOODLAWN,20,Willie B. Cochran
MCDADE,610066,POINT (-87.61921444334452 41.734549907687025),8801 S Indiana Ave,60619,41.73455,-87.619214,Network 12,District,ES,"K, 1, 2, 3, 4, 5, 6",1(773)535-3669,12,CHATHAM,9,Anthony A. Beale
MCKAY,610067,POINT (-87.69178650238979 41.768142764164764),6901 S Fairfield Ave,60629,41.768143,-87.691787,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9340,10,CHICAGO LAWN,17,Latasha R. Thomas
HANSON PARK,610068,POINT (-87.76151477104636 41.92395525749148),5411 W Fullerton Ave,60639,41.923955,-87.761515,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3100,3,BELMONT CRAGIN,36,Nicholas Sposato
MCPHERSON,610070,POINT (-87.67628825271328 41.967846867335744),4728 N Wolcott Ave,60640,41.967847,-87.676288,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2625,2,LINCOLN SQUARE,47,Ameya Pawar
MITCHELL,610073,POINT (-87.68318458647029 41.89208216559126),2233 W Ohio St,60612,41.892082,-87.683185,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7655,5,WEST TOWN,26,Roberto Maldonado
MONROE,610074,POINT (-87.71922375120822 41.92998860278084),3651 W Schubert Ave,60647,41.929989,-87.719224,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4155,4,LOGAN SQUARE,35,Rey Colon
MONTEFIORE,610075,POINT (-87.6664442313907 41.86472415354908),1310 S Ashland Ave,60608,41.864724,-87.666444,Network 6,District,ES,"4, 5, 6, 7, 8",1(773)534-7825,6,NEAR WEST SIDE,28,Jason C. Ervin
MOOS,610076,POINT (-87.69694138664606 41.91250548291535),1711 N California Ave,60647,41.912505,-87.696941,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4340,5,WEST TOWN,1,Proco (Joe) Moreno III
MORRILL,610077,POINT (-87.68854925560024 41.78431328119842),6011 S Rockwell St,60629,41.784313,-87.688549,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9288,10,CHICAGO LAWN,16,JoAnn Thompson
INTER-AMERICAN,610078,POINT (-87.65157334176013 41.94900329989232),851 W Waveland Ave,60613,41.949003,-87.651573,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5490,4,LAKE VIEW,44,Thomas Tunney
SHERIDAN,610081,POINT (-87.64133980534018 41.84440015845198),533 W 27th St,60616,41.8444,-87.64134,Network 6,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-9120,6,BRIDGEPORT,11,James A. Balcer
MOUNT GREENWOOD,610082,POINT (-87.70580994530282 41.69573386171196),10841 S Homan Ave,60655,41.695734,-87.70581,Network 10,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2786,10,MOUNT GREENWOOD,19,Matthew J. O'Shea
BEARD,610083,POINT (-87.78963033129355 41.970124881986976),6445 W Strong St,60656,41.970125,-87.78963,Network 1,District,ES,"PK, K, 1, 2, 3",1(773)534-1228,1,NORWOOD PARK,45,John Arena
KELLER,610084,POINT (-87.69727833650737 41.69717033380235),3020 W 108th St,60655,41.69717,-87.697278,ISP,District,ES,"1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2636,10,MOUNT GREENWOOD,19,Matthew J. O'Shea
MOUNT VERNON,610086,POINT (-87.64765248641302 41.70195211667478),10540 S Morgan St,60643,41.701952,-87.647652,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2825,13,WASHINGTON HEIGHTS,34,Carrie M. Austin
BLAIR,610087,POINT (-87.79060442493756 41.77655626936286),6751 W 63rd Pl,60638,41.776556,-87.790604,Network 10,District,ES,"PK, K, 1, 2",1(773)535-2076,10,CLEARING,23,Michael R. Zalewski
MOZART,610088,POINT (-87.72188814417898 41.92090964878958),2200 N Hamlin Ave,60647,41.92091,-87.721888,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4160,4,LOGAN SQUARE,35,Rey Colon
MURPHY,610089,POINT (-87.7168318549406 41.950077752802876),3539 W Grace St,60618,41.950078,-87.716832,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5223,1,IRVING PARK,35,Rey Colon
MURRAY,610090,POINT (-87.5933404058958 41.79853548417411),5335 S Kenwood Ave,60615,41.798535,-87.59334,Network 9,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0585,9,HYDE PARK,4,"William ""Will"" D. Burns"
BROWN R,610091,POINT (-87.63895772499524 41.6648733494355),12607 S Union Ave,60628,41.664873,-87.638958,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5385,13,WEST PULLMAN,9,Anthony A. Beale
NASH,610092,POINT (-87.7479358786049 41.891809750157385),4837 W Erie St,60644,41.89181,-87.747936,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6125,3,AUSTIN,37,Emma M. Mitts
NEIL,610093,POINT (-87.62093345478371 41.738406594106955),8555 S Michigan Ave,60619,41.738407,-87.620933,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3000,12,CHATHAM,6,Roderick T. Sawyer
NETTELHORST,610094,POINT (-87.64456122175856 41.94163655396518),3252 N Broadway St,60657,41.941637,-87.644561,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5810,4,LAKE VIEW,44,Thomas Tunney
NEWBERRY,610095,POINT (-87.64599025176014 41.91394721683887),700 W Willow St,60614,41.913947,-87.64599,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-8000,4,LINCOLN PARK,43,Michele Smith
NIGHTINGALE,610096,POINT (-87.68913886412332 41.797714378199906),5250 S Rockwell St,60632,41.797714,-87.689139,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9270,8,GAGE PARK,14,Edward M. Burke
NIXON,610097,POINT (-87.73142009141083 41.91958145241738),2121 N Keeler Ave,60639,41.919581,-87.73142,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",1(773)534-4375,4,HERMOSA,35,Rey Colon
NOBEL,610098,POINT (-87.7299546321371 41.906155152624784),4127 W Hirsch St,60651,41.906155,-87.729955,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4365,5,HUMBOLDT PARK,26,Roberto Maldonado
